"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
Nurse anesthetists,29-1151,Line item,44.9,51.0,6.2,13.7,0.6,2.9,"$183,580",Master's degree,None,None
Nurse midwives,29-1161,Line item,7.2,8.1,0.8,11.6,2.2,0.5,"$111,130",Master's degree,None,None
Nurse practitioners,29-1171,Line item,211.3,322.0,110.7,52.4,2.2,24.2,"$111,680",Master's degree,None,None
Audiologists,29-1181,Line item,13.8,15.6,1.8,13.3,Ñ,0.8,"$81,030",Doctoral or professional degree,None,None
Anesthesiologists,29-1211,Line item,33.8,34.0,0.2,0.5,7.1,0.9,">=$208,000",Doctoral or professional degree,None,Internship/residency
Family medicine physicians,29-1215,Line item,119.3,126.6,7.3,6.1,6.7,4.0,"$207,380",Doctoral or professional degree,None,Internship/residency
General internal medicine physicians,29-1216,Line item,49.5,49.2,-0.3,-0.6,6.8,1.3,">=$208,000",Doctoral or professional degree,None,Internship/residency
Obstetricians and gynecologists,29-1218,Line item,20.3,20.1,-0.3,-1.4,7.0,0.5,">=$208,000",Doctoral or professional degree,None,Internship/residency
"Pediatricians, general",29-1221,Line item,32.5,32.0,-0.5,-1.6,7.0,0.8,"$177,130",Doctoral or professional degree,None,Internship/residency
Psychiatrists,29-1223,Line item,27.9,31.3,3.3,11.9,5.6,1.1,">=$208,000",Doctoral or professional degree,None,Internship/residency
"Physicians, all other; and ophthalmologists, except pediatric",29-1228,Line item,429.5,447.9,18.5,4.3,5.9,13.6,">=$208,000",Doctoral or professional degree,None,Internship/residency
"Surgeons, except ophthalmologists",29-1248,Line item,39.6,38.8,-0.9,-2.2,6.9,1.0,">=$208,000",Doctoral or professional degree,None,Internship/residency
Miscellaneous healthcare diagnosing or treating practitioners,29-1290,Summary,276.0,289.1,13.2,4.8,5.1,17.4,"$77,490",Ñ,Ñ,Ñ
Dental hygienists,29-1292,Line item,226.4,239.7,13.3,5.9,1.6,15.1,"$77,090",Associate's degree,None,None
"Acupuncturists and healthcare diagnosing or treating practitioners, all other",29-1298,Line item,49.6,49.4,-0.1,-0.3,21.2,2.3,"$82,420",Master's degree,None,None
Health technologists and technicians,29-2000,Summary,"2,978.3","3,215.9",237.6,8.0,0.3,225.0,"$45,620",Ñ,Ñ,Ñ
Clinical laboratory technologists and technicians,29-2010,Line item,337.8,362.5,24.7,7.3,Ñ,21.6,"$54,180",Bachelor's degree,None,None
Cardiovascular technologists and technicians,29-2031,Line item,57.4,60.5,3.1,5.4,Ñ,3.2,"$59,100",Associate's degree,None,None
Diagnostic medical sonographers,29-2032,Line item,74.3,86.8,12.5,16.8,Ñ,5.1,"$75,920",Associate's degree,None,None
Nuclear medicine technologists,29-2033,Line item,18.5,19.5,1.0,5.4,Ñ,1.0,"$79,590",Associate's degree,None,None
Radiologic technologists and technicians,29-2034,Line item,212.0,226.1,14.1,6.7,0.0,12.0,"$61,900",Associate's degree,None,None
Magnetic resonance imaging technologists,29-2035,Line item,38.7,41.4,2.7,7.0,Ñ,2.2,"$74,690",Associate's degree,Less than 5 years,None
Emergency medical technicians and paramedics,29-2040,Line item,265.2,282.2,17.0,6.4,0.1,17.4,"$36,650",Postsecondary nondegree award,None,None
Health practitioner support technologists and technicians,29-2050,Summary,819.0,881.3,62.3,7.6,0.1,69.2,"$36,680",Ñ,Ñ,Ñ
Dietetic technicians,29-2051,Line item,30.2,32.0,1.8,5.9,Ñ,2.5,"$30,110",Associate's degree,None,None
Pharmacy technicians,29-2052,Line item,422.3,437.6,15.2,3.6,0.1,33.4,"$35,100",High school diploma or equivalent,None,Moderate-term on-the-job training
Psychiatric technicians,29-2053,Line item,82.8,93.8,11.0,13.3,0.1,7.6,"$35,030",Postsecondary nondegree award,Less than 5 years,Short-term on-the-job training
Surgical technologists,29-2055,Line item,111.3,118.9,7.6,6.8,0.1,9.3,"$49,710",Postsecondary nondegree award,None,None
Veterinary technologists and technicians,29-2056,Line item,112.9,131.2,18.3,16.2,0.1,10.9,"$36,260",Associate's degree,None,None
Ophthalmic medical technicians,29-2057,Line item,59.5,67.9,8.5,14.2,0.1,5.6,"$37,940",Postsecondary nondegree award,None,None
Licensed practical and licensed vocational nurses,29-2061,Line item,721.7,787.4,65.7,9.1,0.7,58.4,"$48,820",Postsecondary nondegree award,None,None
"Opticians, dispensing",29-2081,Line item,73.8,76.8,3.0,4.0,2.7,5.7,"$38,530",High school diploma or equivalent,None,Long-term on-the-job training
Orthotists and prosthetists,29-2091,Line item,10.0,11.7,1.7,16.9,Ñ,0.9,"$70,190",Master's degree,None,Internship/residency
Hearing aid specialists,29-2092,Line item,8.1,9.0,0.9,10.5,Ñ,0.6,"$52,630",High school diploma or equivalent,None,Moderate-term on-the-job training
"Medical dosimetrists, medical records specialists, and health technologists and technicians, all other",29-2098,Line item,341.6,370.6,29.0,8.5,0.1,27.8,"$44,090",Postsecondary nondegree award,None,None
Other healthcare practitioners and technical occupations,29-9000,Summary,94.2,104.7,10.5,11.1,4.1,6.0,"$51,560",Ñ,Ñ,Ñ
Athletic trainers,29-9091,Line item,32.1,37.3,5.2,16.2,4.0,2.2,"$49,860",Bachelor's degree,None,None
Genetic counselors,29-9092,Line item,2.6,3.2,0.6,21.5,4.7,0.2,"$85,700",Master's degree,None,None
"Health information technologists, medical registrars, surgical assistants, and healthcare practitioners and technical workers, all other",29-9098,Line item,59.4,64.1,4.7,7.9,4.2,3.5,"$51,840",Postsecondary nondegree award,None,None
Healthcare support occupations,31-0000,Summary,"7,013.4","8,598.1","1,584.8",22.6,2.7,"1,000.0","$29,960",Ñ,Ñ,Ñ
"Home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",31-1100,Summary,"5,078.4","6,363.8","1,285.4",25.3,2.4,755.3,"$28,270",Ñ,Ñ,Ñ
Home health and personal care aides,31-1120,Line item,"3,439.7","4,599.2","1,159.5",33.7,2.5,568.8,"$27,080",High school diploma or equivalent,None,Short-term on-the-job training
"Nursing assistants, orderlies, and psychiatric aides",31-1130,Summary,"1,638.7","1,764.6",125.9,7.7,2.3,186.6,"$30,850",Ñ,Ñ,Ñ
Nursing assistants,31-1131,Line item,"1,528.5","1,645.5",116.9,7.6,2.3,174.0,"$30,850",Postsecondary nondegree award,None,None
Orderlies,31-1132,Line item,50.6,53.1,2.5,5.0,2.2,5.6,"$30,030",High school diploma or equivalent,None,Short-term on-the-job training
Psychiatric aides,31-1133,Line item,59.5,66.0,6.5,10.9,1.2,7.1,"$31,570",High school diploma or equivalent,None,Short-term on-the-job training
Occupational therapy and physical therapist assistants and aides,31-2000,Summary,204.4,265.3,60.9,29.8,0.7,30.0,"$54,250",Ñ,Ñ,Ñ
Occupational therapy assistants and aides,31-2010,Summary,55.1,73.0,17.9,32.5,2.7,7.9,"$60,950",Ñ,Ñ,Ñ
Occupational therapy assistants,31-2011,Line item,47.1,63.5,16.3,34.6,2.7,6.9,"$62,940",Associate's degree,None,None
Occupational therapy aides,31-2012,Line item,8.0,9.5,1.6,19.9,2.8,1.0,"$30,180",High school diploma or equivalent,None,Short-term on-the-job training
Physical therapist assistants and aides,31-2020,Summary,149.3,192.3,43.0,28.8,Ñ,22.0,"$49,970",Ñ,Ñ,Ñ
Physical therapist assistants,31-2021,Line item,98.7,130.9,32.2,32.6,Ñ,15.1,"$59,770",Associate's degree,None,None
Physical therapist aides,31-2022,Line item,50.6,61.3,10.8,21.3,Ñ,6.9,"$28,450",High school diploma or equivalent,None,Short-term on-the-job training
Other healthcare support occupations,31-9000,Summary,"1,730.6","1,969.0",238.5,13.8,3.8,214.7,"$36,780",Ñ,Ñ,Ñ
Massage therapists,31-9011,Line item,166.7,201.1,34.4,20.6,35.0,22.0,"$43,620",Postsecondary nondegree award,None,None
Miscellaneous healthcare support occupations,31-9090,Summary,"1,563.8","1,767.9",204.1,13.1,0.5,192.7,"$36,610",Ñ,Ñ,Ñ
Dental assistants,31-9091,Line item,354.6,378.0,23.4,6.6,Ñ,39.0,"$41,180",Postsecondary nondegree award,None,None
Medical assistants,31-9092,Line item,725.2,864.4,139.2,19.2,0.2,92.8,"$35,850",Postsecondary nondegree award,None,None
Medical equipment preparers,31-9093,Line item,58.7,62.2,3.4,5.9,0.9,6.7,"$38,800",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical transcriptionists,31-9094,Line item,58.5,57.2,-1.3,-2.2,4.0,6.9,"$35,270",Postsecondary nondegree award,None,None
Pharmacy aides,31-9095,Line item,37.9,32.0,-5.9,-15.7,1.3,3.2,"$29,280",High school diploma or equivalent,None,Short-term on-the-job training
Veterinary assistants and laboratory animal caretakers,31-9096,Line item,99.5,115.2,15.7,15.8,Ñ,16.9,"$29,930",High school diploma or equivalent,None,Short-term on-the-job training
Phlebotomists,31-9097,Line item,132.6,155.5,22.8,17.2,1.2,15.8,"$36,320",Postsecondary nondegree award,None,None
"Healthcare support workers, all other",31-9099,Line item,96.9,103.6,6.7,6.9,0.7,11.3,"$39,530",High school diploma or equivalent,None,None
Protective service occupations,33-0000,Summary,"3,615.9","3,711.1",95.2,2.6,0.4,387.9,"$43,710",Ñ,Ñ,Ñ
Supervisors of protective service workers,33-1000,Summary,331.9,340.5,8.6,2.6,0.3,23.5,"$72,360",Ñ,Ñ,Ñ
First-line supervisors of law enforcement workers,33-1010,Summary,174.8,177.6,2.8,1.6,Ñ,11.1,"$82,880",Ñ,Ñ,Ñ
First-line supervisors of correctional officers,33-1011,Line item,48.7,44.9,-3.8,-7.8,Ñ,2.8,"$60,910",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of police and detectives,33-1012,Line item,126.1,132.7,6.6,5.2,Ñ,8.3,"$92,970",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
First-line supervisors of firefighting and prevention workers,33-1021,Line item,71.5,75.9,4.4,6.2,Ñ,4.6,"$78,870",Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
"Miscellaneous first-line supervisors, protective service workers",33-1090,Line item,85.7,87.0,1.3,1.6,1.3,7.8,"$52,650",High school diploma or equivalent,Less than 5 years,None
Firefighting and prevention workers,33-2000,Summary,351.9,373.6,21.7,6.2,0.4,26.0,"$53,060",Ñ,Ñ,Ñ
Firefighters,33-2011,Line item,335.5,355.8,20.3,6.1,0.4,24.2,"$52,500",Postsecondary nondegree award,None,Long-term on-the-job training
Fire inspectors,33-2020,Summary,16.4,17.8,1.4,8.5,0.4,1.8,"$62,120",Ñ,Ñ,Ñ
Fire inspectors and investigators,33-2021,Line item,14.2,15.0,0.8,5.9,0.4,1.5,"$64,610",Postsecondary nondegree award,5 years or more,Moderate-term on-the-job training
Forest fire inspectors and prevention specialists,33-2022,Line item,2.3,2.8,0.5,24.3,Ñ,0.3,"$42,150",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Law enforcement workers,33-3000,Summary,"1,283.9","1,288.5",4.6,0.4,0.1,94.0,"$59,340",Ñ,Ñ,Ñ
"Bailiffs, correctional officers, and jailers",33-3010,Summary,462.3,429.2,-33.1,-7.2,Ñ,34.7,"$47,440",Ñ,Ñ,Ñ
Bailiffs,33-3011,Line item,20.3,20.3,-0.1,-0.3,Ñ,1.7,"$48,000",High school diploma or equivalent,None,Moderate-term on-the-job training
Correctional officers and jailers,33-3012,Line item,442.0,408.9,-33.1,-7.5,Ñ,33.0,"$47,410",High school diploma or equivalent,None,Moderate-term on-the-job training
Detectives and criminal investigators,33-3021,Line item,113.5,114.7,1.3,1.1,0.9,7.3,"$86,940",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Fish and game wardens,33-3031,Line item,7.2,7.3,0.1,1.2,Ñ,0.5,"$58,040",Bachelor's degree,None,Moderate-term on-the-job training
Parking enforcement workers,33-3041,Line item,8.1,5.2,-2.9,-36.2,Ñ,0.2,"$42,070",High school diploma or equivalent,None,Short-term on-the-job training
Police officers,33-3050,Summary,692.9,732.1,39.2,5.7,Ñ,51.3,"$65,600",Ñ,Ñ,Ñ
Police and sheriff's patrol officers,33-3051,Line item,688.4,727.4,39.1,5.7,Ñ,51.0,"$65,540",High school diploma or equivalent,None,Moderate-term on-the-job training
Transit and railroad police,33-3052,Line item,4.5,4.7,0.2,4.0,Ñ,0.3,"$72,580",High school diploma or equivalent,None,Moderate-term on-the-job training
Other protective service workers,33-9000,Summary,"1,648.2","1,708.5",60.3,3.7,0.7,244.4,"$31,230",Ñ,Ñ,Ñ
Animal control workers,33-9011,Line item,13.9,14.8,0.9,6.5,Ñ,1.4,"$38,430",High school diploma or equivalent,None,Moderate-term on-the-job training
Private detectives and investigators,33-9021,Line item,36.2,39.2,3.0,8.3,3.0,3.3,"$53,320",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards and gambling surveillance officers,33-9030,Summary,"1,164.6","1,197.9",33.3,2.9,0.8,144.0,"$31,080",Ñ,Ñ,Ñ
Gambling surveillance officers and gambling investigators,33-9031,Line item,10.5,11.1,0.6,5.6,Ñ,1.4,"$35,300",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards,33-9032,Line item,"1,154.1","1,186.8",32.8,2.8,0.8,142.7,"$31,050",High school diploma or equivalent,None,Short-term on-the-job training
Miscellaneous protective service workers,33-9090,Summary,433.5,456.6,23.1,5.3,0.1,95.7,"$30,740",Ñ,Ñ,Ñ
Crossing guards and flaggers,33-9091,Line item,86.7,91.6,5.0,5.7,Ñ,15.4,"$30,790",No formal educational credential,None,Short-term on-the-job training
"Lifeguards, ski patrol, and other recreational protective service workers",33-9092,Line item,149.8,163.3,13.5,9.0,0.2,39.3,"$25,020",No formal educational credential,None,Short-term on-the-job training
Transportation security screeners,33-9093,Line item,51.4,49.8,-1.6,-3.1,Ñ,4.3,"$44,300",High school diploma or equivalent,None,Short-term on-the-job training
"School bus monitors and protective service workers, all other",33-9098,Line item,145.6,151.8,6.2,4.3,0.1,36.7,"$31,960",High school diploma or equivalent,None,Short-term on-the-job training
Food preparation and serving related occupations,35-0000,Summary,"13,761.3","14,769.7","1,008.4",7.3,0.5,"2,412.8","$25,500",Ñ,Ñ,Ñ
Supervisors of food preparation and serving workers,35-1000,Summary,"1,188.0","1,258.3",70.4,5.9,2.4,171.1,"$35,900",Ñ,Ñ,Ñ
Chefs and head cooks,35-1011,Line item,148.7,158.1,9.5,6.4,10.1,18.5,"$53,380",High school diploma or equivalent,5 years or more,None
First-line supervisors of food preparation and serving workers,35-1012,Line item,"1,039.3","1,100.2",60.9,5.9,1.4,152.6,"$34,570",High school diploma or equivalent,Less than 5 years,None
Cooks and food preparation workers,35-2000,Summary,"3,458.5","3,705.6",247.2,7.1,0.7,514.4,"$27,070",Ñ,Ñ,Ñ
Cooks,35-2010,Summary,"2,571.7","2,828.4",256.6,10.0,0.6,374.9,"$27,250",Ñ,Ñ,Ñ
"Cooks, fast food",35-2011,Line item,534.0,462.3,-71.6,-13.4,Ñ,57.3,"$24,380",No formal educational credential,None,Short-term on-the-job training
"Cooks, institution and cafeteria",35-2012,Line item,420.2,428.7,8.5,2.0,Ñ,55.8,"$28,650",No formal educational credential,None,Short-term on-the-job training
"Cooks, private household",35-2013,Line item,23.8,22.3,-1.5,-6.3,61.9,2.8,"$32,630",Postsecondary nondegree award,Less than 5 years,None
"Cooks, restaurant",35-2014,Line item,"1,417.3","1,744.6",327.3,23.1,Ñ,237.2,"$28,800",No formal educational credential,Less than 5 years,Moderate-term on-the-job training
"Cooks, short order",35-2015,Line item,154.7,147.9,-6.8,-4.4,Ñ,18.9,"$26,570",No formal educational credential,None,Short-term on-the-job training
"Cooks, all other",35-2019,Line item,21.8,22.5,0.8,3.5,Ñ,2.9,"$30,460",No formal educational credential,None,Moderate-term on-the-job training
Food preparation workers,35-2021,Line item,886.7,877.2,-9.5,-1.1,1.1,139.4,"$26,070",No formal educational credential,None,Short-term on-the-job training
Food and beverage serving workers,35-3000,Summary,"7,600.8","8,217.1",616.3,8.1,0.1,"1,456.1","$24,050",Ñ,Ñ,Ñ
Bartenders,35-3011,Line item,654.7,693.1,38.4,5.9,0.3,108.7,"$24,960",No formal educational credential,None,Short-term on-the-job training
Fast food and counter workers,35-3023,Line item,"4,047.7","4,508.6",460.9,11.4,0.0,826.6,"$23,860",No formal educational credential,None,Short-term on-the-job training
Waiters and waitresses,35-3031,Line item,"2,613.8","2,711.4",97.6,3.7,0.2,475.7,"$23,740",No formal educational credential,None,Short-term on-the-job training
"Food servers, nonrestaurant",35-3041,Line item,284.6,303.9,19.3,6.8,0.4,45.1,"$25,910",No formal educational credential,None,Short-term on-the-job training
Other food preparation and serving related workers,35-9000,Summary,"1,514.1","1,588.7",74.6,4.9,0.3,271.2,"$25,010",Ñ,Ñ,Ñ
Dining room and cafeteria attendants and bartender helpers,35-9011,Line item,488.0,519.9,31.9,6.5,0.3,83.0,"$25,010",No formal educational credential,None,Short-term on-the-job training
Dishwashers,35-9021,Line item,522.3,524.7,2.4,0.5,0.2,77.6,"$25,270",No formal educational credential,None,Short-term on-the-job training
"Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,Line item,429.7,464.9,35.2,8.2,0.4,98.1,"$23,880",No formal educational credential,None,Short-term on-the-job training
"Food preparation and serving related workers, all other",35-9099,Line item,74.1,79.2,5.1,6.9,0.3,12.6,"$27,080",No formal educational credential,None,Short-term on-the-job training
Building and grounds cleaning and maintenance occupations,37-0000,Summary,"5,664.0","5,943.4",279.5,4.9,11.4,721.9,"$29,940",Ñ,Ñ,Ñ
Supervisors of building and grounds cleaning and maintenance workers,37-1000,Summary,402.6,441.3,38.8,9.6,33.9,45.6,"$46,280",Ñ,Ñ,Ñ
First-line supervisors of housekeeping and janitorial workers,37-1011,Line item,231.9,251.2,19.4,8.4,30.3,26.8,"$42,040",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,Line item,170.7,190.1,19.4,11.4,38.9,18.9,"$51,010",High school diploma or equivalent,Less than 5 years,None
Building cleaning and pest control workers,37-2000,Summary,"3,956.1","4,066.0",109.9,2.8,5.7,501.8,"$28,360",Ñ,Ñ,Ñ
Building cleaning workers,37-2010,Summary,"3,868.5","3,970.9",102.4,2.6,5.7,489.7,"$28,160",Ñ,Ñ,Ñ
"Janitors and cleaners, except maids and housekeeping cleaners",37-2011,Line item,"2,374.2","2,479.8",105.6,4.4,4.0,305.6,"$29,080",No formal educational credential,None,Short-term on-the-job training
Maids and housekeeping cleaners,37-2012,Line item,"1,474.9","1,470.7",-4.1,-0.3,8.3,181.5,"$26,220",No formal educational credential,None,Short-term on-the-job training
"Building cleaning workers, all other",37-2019,Line item,19.4,20.4,0.9,4.8,5.2,2.5,"$34,510",No formal educational credential,None,Short-term on-the-job training
Pest control workers,37-2021,Line item,87.6,95.0,7.5,8.5,5.8,12.1,"$37,820",High school diploma or equivalent,None,Moderate-term on-the-job training
Grounds maintenance workers,37-3000,Summary,"1,305.3","1,436.1",130.8,10.0,21.6,174.5,"$32,220",Ñ,Ñ,Ñ
Landscaping and groundskeeping workers,37-3011,Line item,"1,188.0","1,307.9",119.9,10.1,21.7,158.9,"$31,730",No formal educational credential,None,Short-term on-the-job training
"Pesticide handlers, sprayers, and applicators, vegetation",37-3012,Line item,38.1,41.2,3.2,8.3,18.4,5.0,"$36,630",High school diploma or equivalent,None,Moderate-term on-the-job training
Tree trimmers and pruners,37-3013,Line item,62.0,68.6,6.6,10.7,23.0,8.3,"$41,340",High school diploma or equivalent,None,Short-term on-the-job training
"Grounds maintenance workers, all other",37-3019,Line item,17.4,18.5,1.1,6.5,14.4,2.2,"$34,210",No formal educational credential,None,Short-term on-the-job training
Personal care and service occupations,39-0000,Summary,"4,724.1","5,088.4",364.3,7.7,20.8,717.4,"$28,120",Ñ,Ñ,Ñ
Supervisors of personal care and service workers,39-1000,Summary,371.1,415.7,44.5,12.0,30.9,41.5,"$42,850",Ñ,Ñ,Ñ
First-line supervisors of gambling services workers,39-1013,Line item,58.0,67.5,9.5,16.4,48.3,9.7,"$50,440",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of personal service and entertainment and recreation workers, except gambling services",39-1098,Line item,313.1,348.1,35.0,11.2,27.7,31.8,"$42,000",High school diploma or equivalent,Less than 5 years,None
Animal care and service workers,39-2000,Summary,350.9,426.4,75.5,21.5,27.7,62.4,"$26,370",Ñ,Ñ,Ñ
Animal trainers,39-2011,Line item,50.2,56.9,6.7,13.3,35.4,7.6,"$31,520",High school diploma or equivalent,None,Moderate-term on-the-job training
Animal caretakers,39-2021,Line item,300.7,369.5,68.8,22.9,26.4,54.9,"$26,080",High school diploma or equivalent,None,Short-term on-the-job training
Entertainment attendants and related workers,39-3000,Summary,654.9,707.0,52.1,8.0,1.4,140.8,"$24,980",Ñ,Ñ,Ñ
Gambling services workers,39-3010,Summary,124.2,133.2,9.0,7.2,2.2,19.7,"$24,790",Ñ,Ñ,Ñ
Gambling dealers,39-3011,Line item,102.9,110.7,7.9,7.7,2.2,16.4,"$23,740",High school diploma or equivalent,None,Short-term on-the-job training
Gambling and sports book writers and runners,39-3012,Line item,10.4,10.8,0.4,3.7,2.5,1.6,"$25,220",High school diploma or equivalent,None,Short-term on-the-job training
"Gambling service workers, all other",39-3019,Line item,10.9,11.6,0.7,6.5,2.5,1.7,"$29,360",High school diploma or equivalent,None,Short-term on-the-job training
Motion picture projectionists,39-3021,Line item,4.7,4.1,-0.5,-11.2,2.2,0.9,"$27,490",No formal educational credential,None,Short-term on-the-job training
"Ushers, lobby attendants, and ticket takers",39-3031,Line item,139.0,143.7,4.7,3.3,0.1,31.9,"$25,110",No formal educational credential,None,Short-term on-the-job training
Miscellaneous entertainment attendants and related workers,39-3090,Summary,387.0,426.1,39.0,10.1,1.6,88.3,"$25,000",Ñ,Ñ,Ñ
Amusement and recreation attendants,39-3091,Line item,357.7,394.7,37.0,10.3,1.6,81.8,"$24,760",No formal educational credential,None,Short-term on-the-job training
Costume attendants,39-3092,Line item,7.7,8.1,0.4,4.7,1.8,1.7,"$42,910",High school diploma or equivalent,None,Short-term on-the-job training
"Locker room, coatroom, and dressing room attendants",39-3093,Line item,16.8,18.1,1.4,8.1,1.7,3.8,"$26,700",High school diploma or equivalent,None,Short-term on-the-job training
"Entertainment attendants and related workers, all other",39-3099,Line item,4.8,5.1,0.3,6.2,1.5,1.1,"$27,230",High school diploma or equivalent,None,Short-term on-the-job training
Embalmers,39-4011,Line item,3.9,3.6,-0.3,-7.6,Ñ,0.5,"$47,630",Associate's degree,None,Long-term on-the-job training
Funeral attendants,39-4021,Line item,34.3,33.3,-1.0,-2.9,Ñ,5.0,"$29,150",High school diploma or equivalent,None,Short-term on-the-job training
"Morticians, undertakers, and funeral arrangers",39-4031,Line item,26.6,26.1,-0.5,-2.0,4.6,2.7,"$54,100",Associate's degree,None,Long-term on-the-job training
Personal appearance workers,39-5000,Summary,978.0,"1,014.1",36.1,3.7,39.4,110.7,"$28,310",Ñ,Ñ,Ñ
"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,722.6,713.3,-9.2,-1.3,43.6,77.8,"$27,630",Ñ,Ñ,Ñ
Barbers,39-5011,Line item,66.5,71.5,5.0,7.5,69.6,7.2,"$32,470",Postsecondary nondegree award,None,None
"Hairdressers, hairstylists, and cosmetologists",39-5012,Line item,656.1,641.8,-14.2,-2.2,41.0,70.6,"$27,380",Postsecondary nondegree award,None,None
Miscellaneous personal appearance workers,39-5090,Summary,255.4,300.8,45.4,17.8,27.5,32.9,"$29,560",Ñ,Ñ,Ñ
"Makeup artists, theatrical and performance",39-5091,Line item,4.7,5.2,0.5,11.0,27.8,0.6,"$106,920",Postsecondary nondegree award,None,None
Manicurists and pedicurists,39-5092,Line item,155.3,185.2,29.9,19.2,27.5,20.4,"$27,870",Postsecondary nondegree award,None,None
Shampooers,39-5093,Line item,16.8,18.8,1.9,11.4,27.5,2.0,"$24,190",No formal educational credential,None,Short-term on-the-job training
Skincare specialists,39-5094,Line item,78.6,91.6,13.1,16.6,27.5,10.0,"$36,510",Postsecondary nondegree award,None,None
"Baggage porters, bellhops, and concierges",39-6000,Summary,83.3,88.3,5.0,6.0,0.3,11.6,"$30,110",Ñ,Ñ,Ñ
Baggage porters and bellhops,39-6011,Line item,40.6,42.8,2.2,5.3,0.3,5.6,"$27,050",High school diploma or equivalent,None,Short-term on-the-job training
Concierges,39-6012,Line item,42.6,45.5,2.9,6.7,0.3,6.0,"$32,380",High school diploma or equivalent,None,Moderate-term on-the-job training
Tour and travel guides,39-7000,Summary,57.3,60.5,3.1,5.4,7.1,9.6,"$29,460",Ñ,Ñ,Ñ
Tour and travel guides,39-7010,Line item,57.3,60.5,3.1,5.4,7.1,9.6,"$29,460",High school diploma or equivalent,None,Moderate-term on-the-job training
Childcare workers,39-9011,Line item,"1,146.4","1,165.9",19.5,1.7,22.7,160.2,"$25,460",High school diploma or equivalent,None,Short-term on-the-job training
Recreation and fitness workers,39-9030,Summary,790.9,890.0,99.1,12.5,9.0,136.6,"$31,250",Ñ,Ñ,Ñ
Exercise trainers and group fitness instructors,39-9031,Line item,373.7,431.3,57.6,15.4,11.0,66.4,"$40,510",High school diploma or equivalent,None,Short-term on-the-job training
Recreation workers,39-9032,Line item,417.1,458.7,41.5,10.0,7.2,70.2,"$28,440",High school diploma or equivalent,None,Short-term on-the-job training
Residential advisors,39-9041,Line item,115.2,128.7,13.6,11.8,Ñ,18.5,"$31,190",High school diploma or equivalent,None,Short-term on-the-job training
"Crematory operators and personal care and service workers, all other",39-9098,Line item,111.3,128.8,17.5,15.7,36.3,17.1,"$28,420",High school diploma or equivalent,None,Short-term on-the-job training
Sales and related occupations,41-0000,Summary,"15,525.3","15,222.0",-303.4,-2.0,7.4,"1,856.1","$31,500",Ñ,Ñ,Ñ
Supervisors of sales workers,41-1000,Summary,"1,886.3","1,771.0",-115.3,-6.1,25.0,159.8,"$46,070",Ñ,Ñ,Ñ
First-line supervisors of retail sales workers,41-1011,Line item,"1,476.4","1,395.3",-81.2,-5.5,21.4,131.0,"$41,580",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of non-retail sales workers,41-1012,Line item,409.8,375.7,-34.1,-8.3,38.2,28.8,"$78,560",High school diploma or equivalent,Less than 5 years,None
Retail sales workers,41-2000,Summary,"8,676.0","8,396.0",-280.0,-3.2,1.8,"1,205.6","$26,270",Ñ,Ñ,Ñ
Cashiers,41-2010,Summary,"3,622.5","3,357.7",-264.8,-7.3,0.4,562.3,"$25,020",Ñ,Ñ,Ñ
Cashiers,41-2011,Line item,"3,600.9","3,335.5",-265.3,-7.4,0.4,558.6,"$25,020",No formal educational credential,None,Short-term on-the-job training
Gambling change persons and booth cashiers,41-2012,Line item,21.7,22.2,0.5,2.5,Ñ,3.8,"$27,080",No formal educational credential,None,Short-term on-the-job training
Counter and rental clerks and parts salespersons,41-2020,Summary,682.1,691.9,9.9,1.4,0.7,75.2,"$31,480",Ñ,Ñ,Ñ
Counter and rental clerks,41-2021,Line item,420.4,424.9,4.5,1.1,0.5,46.1,"$30,870",No formal educational credential,None,Short-term on-the-job training
Parts salespersons,41-2022,Line item,261.7,267.0,5.3,2.0,1.1,29.1,"$32,460",No formal educational credential,None,Moderate-term on-the-job training
Retail salespersons,41-2031,Line item,"4,371.4","4,346.3",-25.1,-0.6,3.1,568.1,"$27,080",No formal educational credential,None,Short-term on-the-job training
"Sales representatives, services",41-3000,Summary,"2,257.2","2,336.0",78.8,3.5,5.4,230.3,"$57,760",Ñ,Ñ,Ñ
Advertising sales agents,41-3011,Line item,139.2,130.2,-9.0,-6.5,6.7,14.4,"$54,940",High school diploma or equivalent,None,Moderate-term on-the-job training
